,0,1,2,3,4,5,6,7,8,9
0,0.8872788859616109,0.005082592121982211,0.013501017199926022,0.00043280675178532783,0.0009197516670498966,0.00020149103364900262,0.0004332755632582322,0.0001998800719568259,0.029736300729380962,0.003079449804968179
1,0.00978547233722243,0.8604102377927029,0.000184945441094877,0.00043280675178532783,0.0,0.0,0.0,0.0001998800719568259,0.004301477463998503,0.03715869431328269
2,0.015054572826496047,0.011254311127246324,0.8609210282966525,0.006924908028565245,0.009657392504023914,0.005641748942172073,0.007365684575389948,0.0015990405756546072,0.008228913409388442,0.003079449804968179
3,0.01863003387278886,0.015610818660373933,0.040503051599778066,0.8928803289331314,0.0073580133363991725,0.05782792665726375,0.009532062391681109,0.0015990405756546072,0.009164017205909855,0.010264832683227263
4,0.017124576590139256,0.014884734071519332,0.03476974292583688,0.016230253191949793,0.9556219820648425,0.02095506749949627,0.005199306759098787,0.03757745352788327,0.010473162521039836,0.00739067953192363
5,0.00978547233722243,0.006897803594118715,0.01978916219715184,0.05583207098030729,0.004828696252011957,0.8986500100745517,0.0015164644714038128,0.003997601439136518,0.003553394426781373,0.003695339765961815
6,0.012043658261196839,0.009802141949537121,0.024597743665618642,0.02164033758926639,0.009887330420786388,0.005238766874874068,0.9750866551126517,0.0,0.01009912100243127,0.005132416341613631
7,0.005833646970267219,0.002359774913777455,0.004993526909561679,0.00497727764553127,0.011496895838123706,0.01148498891799315,0.0,0.9546272236658006,0.0031793529081728072,0.0012317799219872716
8,0.00978547233722243,0.0072608458885460156,0.000739781764379508,0.0006492101276779918,0.00022993791676247414,0.0,0.0006499133448873484,0.0,0.9106040770525529,0.005748306302607267
9,0.014678208505833647,0.06643673988019605,0.0,0.0,0.0,0.0,0.0002166377816291161,0.0001998800719568259,0.010660183280344118,0.92321905152946
