,0,1,2,3,4,5,6,7,8,9
0,0.6123563759653419,0.05418800594746407,0.06720329464619992,0.020543548041943076,0.02400990099009901,0.020112914608327453,0.02236497739709731,0.01574056514318225,0.09138042773817238,0.032224532224532226
1,0.04049726878884912,0.48917891954402776,0.01422688131785848,0.028247378557671732,0.021534653465346533,0.013585038814396613,0.01617891981917678,0.012895884695619192,0.017066321019658673,0.25717255717255716
2,0.05217555095121492,0.030232942342640012,0.5915387495320105,0.04900492189171838,0.07351485148514851,0.04199011997177135,0.05924339757316203,0.0314811302863645,0.02549146683949017,0.017255717255717257
3,0.03729515916368431,0.028415661655377497,0.07412953949831524,0.5212925315643056,0.05272277227722772,0.18136908962597037,0.055912443492743276,0.022567798217333585,0.022899114279542016,0.020166320166320167
4,0.03710679977396873,0.026928795638526352,0.06551853238487458,0.04301305371281832,0.6042079207920792,0.09386026817219478,0.046395431834404,0.14375118528351982,0.02268308489954634,0.012058212058212059
5,0.031079299303070258,0.02329423426400132,0.04941969299887682,0.19580569227476996,0.05,0.5118207480592801,0.03259576492981204,0.02787786838611796,0.013177792179736443,0.01392931392931393
6,0.03578828404595969,0.03155460102428548,0.07862223886184949,0.08110421570725444,0.06287128712871287,0.05081157374735357,0.7061622650487747,0.02711928693343448,0.0220349967595593,0.013513513513513514
7,0.03748351855339989,0.023129026928795638,0.02265069262448521,0.02353948213139311,0.06336633663366337,0.0545165843330981,0.027361408517725436,0.6842404703205006,0.018794556059624108,0.011434511434511435
8,0.07703899039367113,0.06013547001486866,0.020404342942718083,0.015407661031457309,0.02599009900990099,0.016407904022582923,0.019509873899595527,0.020671344585624883,0.7381723914452365,0.0498960498960499
9,0.03917875306084008,0.2329423426400132,0.01628603519281168,0.022041515086668094,0.02178217821782178,0.015525758645024701,0.014275517487508922,0.013654466148302674,0.028299848779434002,0.5723492723492724
