,0,1,2,3,4,5,6,7,8,9
0,0.8299172250689791,0.02346734582499545,0.03577611079053664,0.007456327226246272,0.009377093101138647,0.007656395891690009,0.010002128112364332,0.005788153579008296,0.041302136317395724,0.015494393476044852
1,0.015569570358691368,0.756048753865745,0.005770340450086555,0.012569237324243716,0.008707300736771601,0.006349206349206349,0.005533092147265376,0.006174030484275516,0.005696846388606307,0.1054026503567788
2,0.023255813953488372,0.016008732035655813,0.8028467012887094,0.024073285044737963,0.029917392275061398,0.021475256769374416,0.022345179825494787,0.012540999421184642,0.009359104781281791,0.00856269113149847
3,0.018525817895151755,0.015826814626159723,0.040200038468936335,0.7858968896463571,0.02500558160303639,0.09822595704948646,0.02830389444562673,0.010418676442214933,0.009155645981688708,0.010397553516819572
4,0.020496649586125345,0.013825723121702747,0.030005770340450086,0.019173412867490414,0.8399196249162759,0.047245564892623715,0.021068312406895082,0.07196604283233649,0.010376398779247202,0.007339449541284404
5,0.014781237682301931,0.010733127160269237,0.02096557030198115,0.0913932680017043,0.019870506809555703,0.7529411764705882,0.014045541604596723,0.0156280146633224,0.0048830111902339775,0.007339449541284404
6,0.013598738667717778,0.014735310169183191,0.03731486824389306,0.033233915636983385,0.022996204509935253,0.025396825396825397,0.878484783996595,0.011576307158016592,0.009155645981688708,0.005708460754332314
7,0.014189988175009854,0.008186283427323995,0.011733025581842662,0.010864933958244567,0.025228845724492074,0.026704014939309056,0.009576505639497766,0.8512444530194868,0.007934893184130213,0.003873598369011213
8,0.033307055577453684,0.02692377660542114,0.008655510675129832,0.006178099701746911,0.009377093101138647,0.007469654528478058,0.005107469674398808,0.008489291915878834,0.8885045778229909,0.018756371049949032
9,0.016357903035080803,0.11424413316354375,0.006732063858434314,0.009160630592245419,0.009600357222594329,0.006535947712418301,0.005533092147265376,0.006174030484275516,0.01363173957273652,0.8171253822629969
